#N	J	h	<m>	<m>_err	<e>	<e>_err
16	0.575000	0.000000	0.965945	0.023557	-1.084454	0.037582
16	0.575000	-0.100000	-0.975602	0.017502	-1.197679	0.034113
16	0.575000	-0.200000	-0.981938	0.014036	-1.308397	0.030351
16	0.575000	-0.300000	-0.986238	0.011793	-1.416277	0.027453
16	0.575000	-0.400000	-0.989074	0.010113	-1.521709	0.025460
16	0.575000	-0.500000	-0.991477	0.008667	-1.626934	0.022809
16	0.575000	-0.600000	-0.993164	0.007592	-1.730692	0.021085
16	0.575000	-0.700000	-0.994668	0.006450	-1.834282	0.018773
16	0.575000	-0.800000	-0.995543	0.006092	-1.936426	0.018234
16	0.575000	-0.900000	-0.996320	0.005731	-2.038360	0.017872
16	0.575000	-1.000000	-0.997270	0.004818	-2.141088	0.015553
16	0.600000	1.000000	0.997664	0.004375	-2.192142	0.014601
16	0.600000	0.900000	0.997152	0.004889	-2.090692	0.015895
16	0.600000	0.800000	0.996414	0.005448	-1.988717	0.016912
16	0.600000	0.700000	0.995895	0.005905	-1.887493	0.017783
16	0.600000	0.600000	0.994691	0.006810	-1.784430	0.019612
16	0.600000	0.500000	0.993031	0.007911	-1.680330	0.021845
16	0.600000	0.400000	0.991262	0.008782	-1.576461	0.022882
16	0.600000	0.300000	0.988898	0.010449	-1.471423	0.025788
16	0.600000	0.200000	0.986172	0.011841	-1.366611	0.026983
16	0.600000	0.100000	0.981266	0.014625	-1.257341	0.031018
16	0.600000	0.000000	0.973871	0.018984	-1.145822	0.034335
16	0.600000	-0.100000	-0.465383	0.851754	-1.193813	0.113364
16	0.600000	-0.200000	-0.985676	0.012275	-1.365363	0.028047
16	0.600000	-0.300000	-0.989070	0.010296	-1.471995	0.025152
16	0.600000	-0.400000	-0.991270	0.009019	-1.576506	0.023416
16	0.600000	-0.500000	-0.993258	0.007751	-1.680991	0.021402
16	0.600000	-0.600000	-0.994559	0.006658	-1.784027	0.019227
16	0.600000	-0.700000	-0.995812	0.006080	-1.887291	0.018122
16	0.600000	-0.800000	-0.996387	0.005354	-1.988616	0.016674
16	0.600000	-0.900000	-0.997035	0.005005	-2.090319	0.016232
16	0.600000	-1.000000	-0.997523	0.004592	-2.191669	0.015272
16	0.625000	1.000000	0.998266	0.003817	-2.243983	0.013136
16	0.625000	0.900000	0.997551	0.004617	-2.141775	0.015353
16	0.625000	0.800000	0.997184	0.004710	-2.040857	0.015055
16	0.625000	0.700000	0.996293	0.005641	-1.938367	0.017373
16	0.625000	0.600000	0.995789	0.005957	-1.837190	0.017926
16	0.625000	0.500000	0.994309	0.007056	-1.733370	0.020159
16	0.625000	0.400000	0.992828	0.008243	-1.630012	0.022283
16	0.625000	0.300000	0.990770	0.009561	-1.525356	0.024549
16	0.625000	0.200000	0.988781	0.010358	-1.421472	0.025032
16	0.625000	0.100000	0.985199	0.013259	-1.314809	0.028971
16	0.625000	0.000000	0.979355	0.016033	-1.204478	0.031734
16	0.625000	-0.100000	0.970363	0.022412	-1.091875	0.035625
16	0.625000	-0.200000	-0.988566	0.010827	-1.421019	0.026113
16	0.625000	-0.300000	-0.991367	0.008780	-1.526961	0.022641
16	0.625000	-0.400000	-0.992988	0.007820	-1.630281	0.021484
16	0.625000	-0.500000	-0.994559	0.006884	-1.734130	0.019644
16	0.625000	-0.600000	-0.995512	0.006104	-1.836384	0.018281
16	0.625000	-0.700000	-0.996563	0.005465	-1.939176	0.016963
